CalendarYear	FireName	IndexTime	SizeClass	CauseCategory	StartTime	StartAcres	Total-Structures	Ecology-1-FireRegimeGroup	Ecology-1-PreFireConditionClass	Ecology-1-PostFireConditionClass	Statistics-1-Acres
2008	Chimney Two	8/18/08 9:00	A	Natural	8/18/08 9:00	0.1	0	V	1	1	0.1
2008	Hayes 1	8/18/08 9:00	B	Natural	8/18/08 9:00	0.1	0	V	1	1	1.5
2008	Hayes 2	8/18/08 9:00	A	Natural	8/18/08 9:00	0.1	0	V	1	1	0.1
2008	Toad	8/18/08 9:00	A	Natural	8/18/08 9:00	0.1	0	V	1	1	0.1
2008	Godkin	8/18/08 9:00	A	Natural	8/18/08 9:00	0.1	0	V	1	1	0.1
2008	Ellis Two	8/18/08 17:00	A	Natural	8/18/08 17:00	0.1	0	V	1	1	0.1
2008	Beach Log K-1	8/16/08 0:15	A	Human	8/16/08 0:15	0.1	0	V	1	1	0.1
2008	Tunnel	11/10/08 8:00	A	Human	11/10/08 8:00	0.1	0	V	1	1	0.1
2009	Kla Beach #1	5/23/09 7:45	A	Human	5/23/09 7:45	0.1	0	III	1	1	0.1
2009	Donohoe	5/31/09 12:40	A	Human	5/31/09 12:40	0.1	1	IV	1	1	0.1
2009	illegal CF#1	6/22/09 8:30	A	Human	6/22/09 8:30	0.1	0	V	1	1	0.1
2009	10 mile	6/23/09 23:45	E	Natural	6/23/09 23:45	0.1	0	III	2	1	817
2009	Dose	7/11/09 11:06	A	Natural	7/11/09 11:06	0.1	0	V	1	1	0.1
2009	Second Column	7/11/09 11:06	A	Natural	7/11/09 11:06	0.1	0	IV	1	1	0.1
2009	Solduc CG Site 2	7/15/09 19:30	A	Human	7/15/09 19:30	0.1	0	V	1	1	0.1
2009	Constance	7/11/09 16:51	E	Natural	7/11/09 16:51	0.1	0	III	2	1	443
